County,Population,Median household income,State Code,State
Autauga ,55221,51281,AL,Alabama
Baldwin ,195121,50254,AL,Alabama
Barbour ,26932,32964,AL,Alabama
Bibb ,22604,38678,AL,Alabama
Blount ,57710,45813,AL,Alabama
Bullock ,10678,31938,AL,Alabama
Butler ,20354,32229,AL,Alabama
Calhoun ,116648,41703,AL,Alabama
Chambers ,34079,34177,AL,Alabama
Cherokee ,26008,36296,AL,Alabama
Chilton ,43819,41627,AL,Alabama
Choctaw ,13395,33536,AL,Alabama
Clarke ,25070,32011,AL,Alabama
Clay ,13537,35327,AL,Alabama
Cleburne ,15002,38056,AL,Alabama
Coffee ,50884,46729,AL,Alabama
Colbert ,54444,40576,AL,Alabama
Conecuh ,12865,24900,AL,Alabama
Coosa ,11027,31212,AL,Alabama
Covington ,37886,36444,AL,Alabama
Crenshaw ,13938,36022,AL,Alabama
Cullman ,80965,38971,AL,Alabama
Dale ,49866,45028,AL,Alabama
Dallas ,42154,27306,AL,Alabama
DeKalb ,71068,38192,AL,Alabama
Elmore ,80763,53555,AL,Alabama
Escambia ,37935,32330,AL,Alabama
Etowah ,103766,39220,AL,Alabama
Fayette ,16896,34680,AL,Alabama
Franklin ,31634,35372,AL,Alabama
Geneva ,26815,36024,AL,Alabama
Greene ,8697,20541,AL,Alabama
Hale ,15256,32714,AL,Alabama
Henry ,17252,41997,AL,Alabama
Houston ,103534,41571,AL,Alabama
Jackson ,52860,37745,AL,Alabama
Jefferson ,659026,45610,AL,Alabama
Lamar ,14133,35450,AL,Alabama
Lauderdale ,92737,43125,AL,Alabama
Lawrence ,33586,40003,AL,Alabama
Lee ,150982,44570,AL,Alabama
Limestone ,88805,49570,AL,Alabama
Lowndes ,10742,25876,AL,Alabama
Macon ,20018,30738,AL,Alabama
Madison ,346438,57993,AL,Alabama
Marengo ,20306,32042,AL,Alabama
Marion ,30387,32299,AL,Alabama
Marshall ,94318,38983,AL,Alabama
Mobile ,414251,43809,AL,Alabama
Monroe ,22217,27257,AL,Alabama
Montgomery ,228138,44369,AL,Alabama
Morgan ,119786,45751,AL,Alabama
Perry ,10038,24537,AL,Alabama
Pickens ,19856,30330,AL,Alabama
Pike ,33155,32825,AL,Alabama
Randolph ,22648,36924,AL,Alabama
Russell ,58302,37049,AL,Alabama
St. Clair ,85864,51859,AL,Alabama
Shelby ,203530,70187,AL,Alabama
Sumter ,13341,19501,AL,Alabama
Talladega ,81437,35155,AL,Alabama
Tallapoosa ,41153,39206,AL,Alabama
Tuscaloosa ,200458,46565,AL,Alabama
Walker ,65923,35843,AL,Alabama
Washington ,16997,42811,AL,Alabama
Wilcox ,11235,23750,AL,Alabama
Winston ,24130,33194,AL,Alabama
Aleutians East Borough,3304,61518,AK,Alaska
Aleutians West Census Area,5684,84306,AK,Alaska
Anchorage Municipality,299107,78326,AK,Alaska
Bethel Census Area,17776,51012,AK,Alaska
Bristol Bay Borough,970,79750,AK,Alaska
Denali Borough,2060,81544,AK,Alaska
Dillingham Census Area,4979,54173,AK,Alaska
Fairbanks North Star Borough,99705,71068,AK,Alaska
Haines Borough,2560,58750,AK,Alaska
Hoonah-Angoon Census Area,2128,52419,AK,Alaska
Juneau City and Borough,32531,85746,AK,Alaska
Kenai Peninsula Borough,57221,63684,AK,Alaska
Ketchikan Gateway Borough,13699,64222,AK,Alaska
Kodiak Island Borough,13973,70887,AK,Alaska
Kusilvak Census Area,7914,38229,AK,Alaska
Lake and Peninsula Borough,1474,50781,AK,Alaska
Matanuska-Susitna Borough,96178,72983,AK,Alaska
Nome Census Area,9854,48868,AK,Alaska
North Slope Borough,9667,72576,AK,Alaska
Northwest Arctic Borough,7732,63648,AK,Alaska
Petersburg Borough,3221,67935,AK,Alaska
Prince of Wales-Hyder Census Area,6376,48523,AK,Alaska
Sitka City and Borough,8943,70376,AK,Alaska
Skagway Municipality,999,69318,AK,Alaska
Southeast Fairbanks Census Area,7029,62670,AK,Alaska
Valdez-Cordova Census Area,9617,78810,AK,Alaska
Wrangell City and Borough,2387,48603,AK,Alaska
Yakutat City and Borough,643,72500,AK,Alaska
Yukon-Koyukuk Census Area,5644,38491,AK,Alaska
Apache ,72124,31757,AZ,Arizona
Cochise ,129647,45075,AZ,Arizona
Coconino ,136701,50234,AZ,Arizona
Gila ,53165,39751,AZ,Arizona
Graham ,37407,45964,AZ,Arizona
Greenlee ,9023,51628,AZ,Arizona
La Paz ,20335,34466,AZ,Arizona
Maricopa ,4018143,54229,AZ,Arizona
Mohave ,203362,38488,AZ,Arizona
Navajo ,107656,35921,AZ,Arizona
Pima ,998537,46162,AZ,Arizona
Pinal ,389772,49477,AZ,Arizona
Santa Cruz ,47073,40140,AZ,Arizona
Yavapai ,215996,44748,AZ,Arizona
Yuma ,202987,40743,AZ,Arizona
Arkansas ,18731,36411,AR,Arkansas
Ashley ,21229,34263,AR,Arkansas
Baxter ,41040,35396,AR,Arkansas
Benton ,238198,56239,AR,Arkansas
Boone ,37227,39251,AR,Arkansas
Bradley ,11206,33701,AR,Arkansas
Calhoun ,5245,36899,AR,Arkansas
Carroll ,27635,36897,AR,Arkansas
Chicot ,11353,28913,AR,Arkansas
Clark ,22751,35031,AR,Arkansas
Clay ,15400,32552,AR,Arkansas
Cleburne ,25711,42905,AR,Arkansas
Cleveland ,8510,43158,AR,Arkansas
Columbia ,24327,36619,AR,Arkansas
Conway ,21110,37732,AR,Arkansas
Craighead ,101409,42475,AR,Arkansas
Crawford ,61748,41268,AR,Arkansas
Crittenden ,49765,38004,AR,Arkansas
Cross ,17467,38103,AR,Arkansas
Dallas ,7868,34084,AR,Arkansas
Desha ,12379,27197,AR,Arkansas
Drew ,18740,32819,AR,Arkansas
Faulkner ,119343,51223,AR,Arkansas
Franklin ,17866,39285,AR,Arkansas
Fulton ,12224,37066,AR,Arkansas
Garland ,96954,38733,AR,Arkansas
Grant ,18054,46171,AR,Arkansas
Greene ,43382,41286,AR,Arkansas
Hempstead ,22336,32122,AR,Arkansas
Hot Spring ,33316,40000,AR,Arkansas
Howard ,13555,34229,AR,Arkansas
Independence ,36952,36265,AR,Arkansas
Izard ,13480,32630,AR,Arkansas
Jackson ,17597,31261,AR,Arkansas
Jefferson ,73548,36747,AR,Arkansas
Johnson ,25930,34139,AR,Arkansas
Lafayette ,7270,31194,AR,Arkansas
Lawrence ,17029,32379,AR,Arkansas
Lee ,9966,28393,AR,Arkansas
Lincoln ,14062,32580,AR,Arkansas
Little River ,12720,36205,AR,Arkansas
Logan ,22001,35325,AR,Arkansas
Lonoke ,70691,53631,AR,Arkansas
Madison ,15702,37691,AR,Arkansas
Marion ,16458,34195,AR,Arkansas
Miller ,43652,40317,AR,Arkansas
Mississippi ,44864,34612,AR,Arkansas
Monroe ,7713,27647,AR,Arkansas
Montgomery ,9197,33037,AR,Arkansas
Nevada ,8793,30691,AR,Arkansas
Newton ,8052,34536,AR,Arkansas
Ouachita ,25044,31293,AR,Arkansas
Perry ,10300,42346,AR,Arkansas
Phillips ,20391,26844,AR,Arkansas
Pike ,11087,33097,AR,Arkansas
Poinsett ,24210,33070,AR,Arkansas
Polk ,20364,33702,AR,Arkansas
Pope ,62830,39810,AR,Arkansas
Prairie ,8402,35833,AR,Arkansas
Pulaski ,390463,46140,AR,Arkansas
Randolph ,17695,34044,AR,Arkansas
St. Francis ,27345,32105,AR,Arkansas
Saline ,113833,55817,AR,Arkansas
Scott ,10870,37321,AR,Arkansas
Searcy ,7965,33083,AR,Arkansas
Sebastian ,127273,38575,AR,Arkansas
Sevier ,17268,36579,AR,Arkansas
Sharp ,17055,30691,AR,Arkansas
Stone ,12512,29264,AR,Arkansas
Union ,40633,38678,AR,Arkansas
Van Buren ,17002,32312,AR,Arkansas
Washington ,216432,43524,AR,Arkansas
White ,78660,42554,AR,Arkansas
Woodruff ,6983,28993,AR,Arkansas
Yell ,21835,37804,AR,Arkansas
Alameda ,1584983,75619,CA,California
Alpine ,1131,52917,CA,California
Amador ,36995,54171,CA,California
Butte ,222564,43444,CA,California
Calaveras ,44767,53233,CA,California
Colusa ,21396,52168,CA,California
Contra Costa ,1096068,80185,CA,California
Del Norte ,27788,40847,CA,California
El Dorado ,182093,69584,CA,California
Fresno ,956749,45233,CA,California
Glenn ,28029,39349,CA,California
Humboldt ,135034,42197,CA,California
Imperial ,178206,41079,CA,California
Inyo ,18373,45955,CA,California
Kern ,865736,49026,CA,California
Kings ,150998,46481,CA,California
Lake ,64158,35578,CA,California
Lassen ,32645,51555,CA,California
Los Angeles ,10038388,56196,CA,California
Madera ,153187,45073,CA,California
Marin ,258349,93257,CA,California
Mariposa ,17789,47681,CA,California
Mendocino ,87544,42980,CA,California
Merced ,263885,42462,CA,California
Modoc ,9184,37860,CA,California
Mono ,14146,56944,CA,California
Monterey ,428441,58783,CA,California
Napa ,140295,71379,CA,California
Nevada ,98570,56521,CA,California
Orange ,3116069,76509,CA,California
Placer ,366280,73948,CA,California
Plumas ,18966,47333,CA,California
Riverside ,2298032,56603,CA,California
Sacramento ,1465832,55987,CA,California
San Benito ,57557,71077,CA,California
San Bernardino ,2094769,53433,CA,California
San Diego ,3223096,64309,CA,California
San Francisco ,840763,81294,CA,California
San Joaquin ,708554,53274,CA,California
San Luis Obispo ,276517,60691,CA,California
San Mateo ,748731,93623,CA,California
Santa Barbara ,435850,63985,CA,California
Santa Clara ,1868149,96310,CA,California
Santa Cruz ,269278,67256,CA,California
Shasta ,178942,44620,CA,California
Sierra ,3021,42833,CA,California
Siskiyou ,43895,37170,CA,California
Solano ,425753,66828,CA,California
Sonoma ,495078,64240,CA,California
Stanislaus ,527367,50125,CA,California
Sutter ,95247,52017,CA,California
Tehama ,63152,41001,CA,California
Trinity ,13373,34974,CA,California
Tulare ,454033,42031,CA,California
Tuolumne ,54079,50306,CA,California
Ventura ,840833,77348,CA,California
Yolo ,207320,54989,CA,California
Yuba ,73437,46892,CA,California
Adams ,471206,58946,CO,Colorado
Alamosa ,16269,32395,CO,Colorado
Arapahoe ,608310,63265,CO,Colorado
Archuleta ,12174,46646,CO,Colorado
Baca ,3701,38000,CO,Colorado
Bent ,5895,36791,CO,Colorado
Boulder ,310032,70961,CO,Colorado
Broomfield ,60699,81898,CO,Colorado
Chaffee ,18309,51092,CO,Colorado
Cheyenne ,2002,52554,CO,Colorado
Clear Creek ,9136,67710,CO,Colorado
Conejos ,8249,36652,CO,Colorado
Costilla ,3581,31321,CO,Colorado
Crowley ,5551,31151,CO,Colorado
Custer ,4303,35000,CO,Colorado
Delta ,30214,42452,CO,Colorado
Denver ,649654,53637,CO,Colorado
Dolores ,1862,31875,CO,Colorado
Douglas ,306974,102964,CO,Colorado
Eagle ,52576,72214,CO,Colorado
Elbert ,23855,84963,CO,Colorado
El Paso ,655024,58206,CO,Colorado
Fremont ,46809,40423,CO,Colorado
Garfield ,57076,56590,CO,Colorado
Gilpin ,5605,65670,CO,Colorado
Grand ,14411,63628,CO,Colorado
Gunnison ,15651,48071,CO,Colorado
Hinsdale ,874,57083,CO,Colorado
Huerfano ,6502,31715,CO,Colorado
Jackson ,1335,46014,CO,Colorado
Jefferson ,552344,70164,CO,Colorado
Kiowa ,1463,40304,CO,Colorado
Kit Carson ,7980,40603,CO,Colorado
Lake ,7362,45367,CO,Colorado
La Plata ,53182,60278,CO,Colorado
Larimer ,318227,59805,CO,Colorado
Las Animas ,14503,45067,CO,Colorado
Lincoln ,5478,39005,CO,Colorado
Logan ,21928,42319,CO,Colorado
Mesa ,147834,49322,CO,Colorado
Mineral ,733,48125,CO,Colorado
Moffat ,13117,51387,CO,Colorado
Montezuma ,25700,43553,CO,Colorado
Montrose ,40815,43999,CO,Colorado
Morgan ,28359,48450,CO,Colorado
Otero ,18572,32311,CO,Colorado
Ouray ,4580,61624,CO,Colorado
Park ,16189,56969,CO,Colorado
Phillips ,4371,43639,CO,Colorado
Pitkin ,17420,71196,CO,Colorado
Prowers ,12235,40179,CO,Colorado
Pueblo ,161519,41286,CO,Colorado
Rio Blanco ,6712,61842,CO,Colorado
Rio Grande ,11745,39672,CO,Colorado
Routt ,23606,64963,CO,Colorado
Saguache ,6238,33393,CO,Colorado
San Juan ,606,36324,CO,Colorado
San Miguel ,7676,56047,CO,Colorado
Sedgwick ,2365,44191,CO,Colorado
Summit ,28940,67983,CO,Colorado
Teller ,23340,62372,CO,Colorado
Washington ,4795,45541,CO,Colorado
Weld ,270948,60572,CO,Colorado
Yuma ,10185,43105,CO,Colorado
Fairfield ,939983,84233,CT,Connecticut
Hartford ,896943,66395,CT,Connecticut
Litchfield ,186304,72061,CT,Connecticut
Middlesex ,165165,79893,CT,Connecticut
New Haven ,862224,61640,CT,Connecticut
New London ,273185,66233,CT,Connecticut
Tolland ,151948,79626,CT,Connecticut
Windham ,117470,59392,CT,Connecticut
Kent ,169509,54976,DE,Delaware
New Castle ,549643,65476,DE,Delaware
Sussex ,207302,53751,DE,Delaware
District of Columbia,647484,70848,DC,District of Columbia
Alachua ,254218,43073,FL,Florida
Baker ,27135,47121,FL,Florida
Bay ,175353,47368,FL,Florida
Bradford ,27223,41606,FL,Florida
Brevard ,553591,48925,FL,Florida
Broward ,1843152,51968,FL,Florida
Calhoun ,14615,34510,FL,Florida
Charlotte ,165783,44244,FL,Florida
Citrus ,139654,38312,FL,Florida
Clay ,197417,58290,FL,Florida
Collier ,341091,57452,FL,Florida
Columbia ,67806,41926,FL,Florida
DeSoto ,34957,35165,FL,Florida
Dixie ,16091,36292,FL,Florida
Duval ,890673,47690,FL,Florida
Escambia ,306327,45390,FL,Florida
Flagler ,100783,47866,FL,Florida
Franklin ,11628,40401,FL,Florida
Gadsden ,46424,35567,FL,Florida
Gilchrist ,16992,40623,FL,Florida
Glades ,13272,34877,FL,Florida
Gulf ,15785,41788,FL,Florida
Hamilton ,14395,35048,FL,Florida
Hardee ,27468,35457,FL,Florida
Hendry ,38363,36771,FL,Florida
Hernando ,174809,40945,FL,Florida
Highlands ,98328,35093,FL,Florida
Hillsborough ,1302884,50579,FL,Florida
Holmes ,19635,35020,FL,Florida
Indian River ,142866,45798,FL,Florida
Jackson ,48900,35098,FL,Florida
Jefferson ,14198,43355,FL,Florida
Lafayette ,8801,35864,FL,Florida
Lake ,310561,46403,FL,Florida
Lee ,663675,48537,FL,Florida
Leon ,282940,46745,FL,Florida
Levy ,39821,35782,FL,Florida
Liberty ,8295,39406,FL,Florida
Madison ,18729,32164,FL,Florida
Manatee ,343729,49675,FL,Florida
Marion ,336811,39459,FL,Florida
Martin ,151586,51593,FL,Florida
Miami-Dade ,2639042,43129,FL,Florida
Monroe ,75901,57290,FL,Florida
Nassau ,75880,54116,FL,Florida
Okaloosa ,192237,55880,FL,Florida
Okeechobee ,39255,35405,FL,Florida
Orange ,1229039,47943,FL,Florida
Osceola ,300870,44254,FL,Florida
Palm Beach ,1378806,53363,FL,Florida
Pasco ,479288,45064,FL,Florida
Pinellas ,931477,45819,FL,Florida
Polk ,626676,43162,FL,Florida
Putnam ,72696,31715,FL,Florida
St. Johns ,210495,66194,FL,Florida
St. Lucie ,288006,43459,FL,Florida
Santa Rosa ,161021,58923,FL,Florida
Sarasota ,392038,51766,FL,Florida
Seminole ,437346,57010,FL,Florida
Sumter ,108501,50350,FL,Florida
Suwannee ,43595,36289,FL,Florida
Taylor ,22685,36181,FL,Florida
Union ,15191,39163,FL,Florida
Volusia ,503719,41117,FL,Florida
Wakulla ,31128,50340,FL,Florida
Walton ,59487,44966,FL,Florida
Washington ,24629,38970,FL,Florida
Appling ,18417,37135,GA,Georgia
Atkinson ,8294,30933,GA,Georgia
Bacon ,11222,37162,GA,Georgia
Baker ,3292,44297,GA,Georgia
Baldwin ,45795,32460,GA,Georgia
Banks ,18336,41472,GA,Georgia
Barrow ,72012,52012,GA,Georgia
Bartow ,101336,48893,GA,Georgia
Ben Hill ,17477,29994,GA,Georgia
Berrien ,19019,31835,GA,Georgia
Bibb ,154816,36519,GA,Georgia
Bleckley ,12746,38991,GA,Georgia
Brantley ,18452,37206,GA,Georgia
Brooks ,15637,32663,GA,Georgia
Bryan ,33151,63327,GA,Georgia
Bulloch ,72386,36032,GA,Georgia
Burke ,23007,33641,GA,Georgia
Butts ,23445,41667,GA,Georgia
Calhoun ,6489,25513,GA,Georgia
Camden ,51445,52473,GA,Georgia
Candler ,11031,30185,GA,Georgia
Carroll ,112595,43586,GA,Georgia
Catoosa ,65375,50876,GA,Georgia
Charlton ,13130,42778,GA,Georgia
Chatham ,279290,47218,GA,Georgia
Chattahoochee ,11914,43378,GA,Georgia
Chattooga ,25241,32913,GA,Georgia
Cherokee ,225944,68926,GA,Georgia
Clarke ,120905,32162,GA,Georgia
Clay ,3104,20438,GA,Georgia
Clayton ,267234,40938,GA,Georgia
Clinch ,6791,24015,GA,Georgia
Cobb ,719133,65873,GA,Georgia
Coffee ,43003,33965,GA,Georgia
Colquitt ,46024,32409,GA,Georgia
Columbia ,136204,71021,GA,Georgia
Cook ,17033,35683,GA,Georgia
Coweta ,133416,62461,GA,Georgia
Crawford ,12539,41825,GA,Georgia
Crisp ,23314,31615,GA,Georgia
Dade ,16445,46434,GA,Georgia
Dawson ,22673,56943,GA,Georgia
Decatur ,27378,31284,GA,Georgia
DeKalb ,716331,51376,GA,Georgia
Dodge ,21180,34271,GA,Georgia
Dooly ,14293,28696,GA,Georgia
Dougherty ,93310,32084,GA,Georgia
Douglas ,136520,53881,GA,Georgia
Early ,10579,31680,GA,Georgia
Echols ,4048,32959,GA,Georgia
Effingham ,54630,63100,GA,Georgia
Elbert ,19537,35388,GA,Georgia
Emanuel ,22731,32229,GA,Georgia
Evans ,10814,37865,GA,Georgia
Fannin ,23742,37049,GA,Georgia
Fayette ,108655,79066,GA,Georgia
Floyd ,96169,41549,GA,Georgia
Forsyth ,196236,88816,GA,Georgia
Franklin ,22110,33816,GA,Georgia
Fulton ,983903,57207,GA,Georgia
Gilmer ,28673,40228,GA,Georgia
Glascock ,3087,40759,GA,Georgia
Glynn ,81743,45918,GA,Georgia
Gordon ,55889,41612,GA,Georgia
Grady ,25243,34187,GA,Georgia
Greene ,16331,42408,GA,Georgia
Gwinnett ,859234,60289,GA,Georgia
Habersham ,43527,40907,GA,Georgia
Hall ,187916,51202,GA,Georgia
Hancock ,8881,24925,GA,Georgia
Haralson ,28565,41910,GA,Georgia
Harris ,32776,63824,GA,Georgia
Hart ,25498,37653,GA,Georgia
Heard ,11617,41525,GA,Georgia
Henry ,211512,60424,GA,Georgia
Houston ,147570,53270,GA,Georgia
Irwin ,9408,34156,GA,Georgia
Jackson ,61420,53379,GA,Georgia
Jasper ,13593,42368,GA,Georgia
Jeff Davis ,14990,36385,GA,Georgia
Jefferson ,16374,26557,GA,Georgia
Jenkins ,8922,24604,GA,Georgia
Johnson ,9794,34438,GA,Georgia
Jones ,28738,51857,GA,Georgia
Lamar ,18114,40344,GA,Georgia
Lanier ,10403,37605,GA,Georgia
Laurens ,47886,32356,GA,Georgia
Lee ,28946,61537,GA,Georgia
Liberty ,64427,42201,GA,Georgia
Lincoln ,7720,34243,GA,Georgia
Long ,16588,48863,GA,Georgia
Lowndes ,113203,36834,GA,Georgia
Lumpkin ,30921,43804,GA,Georgia
McDuffie ,21582,36656,GA,Georgia
McIntosh ,14007,42988,GA,Georgia
Macon ,14045,28684,GA,Georgia
Madison ,28232,41912,GA,Georgia
Marion ,8739,36242,GA,Georgia
Meriwether ,21297,35832,GA,Georgia
Miller ,5936,33983,GA,Georgia
Mitchell ,22982,31915,GA,Georgia
Monroe ,26915,48744,GA,Georgia
Montgomery ,8968,34672,GA,Georgia
Morgan ,17900,51820,GA,Georgia
Murray ,39401,35539,GA,Georgia
Muscogee ,200285,42306,GA,Georgia
Newton ,102645,49179,GA,Georgia
Oconee ,34400,72182,GA,Georgia
Oglethorpe ,14688,44226,GA,Georgia
Paulding ,147400,60109,GA,Georgia
Peach ,27086,41588,GA,Georgia
Pickens ,29740,54123,GA,Georgia
Pierce ,18934,40247,GA,Georgia
Pike ,17812,51338,GA,Georgia
Polk ,41215,37853,GA,Georgia
Pulaski ,11590,38750,GA,Georgia
Putnam ,21247,44299,GA,Georgia
Quitman ,2326,31487,GA,Georgia
Rabun ,16266,35211,GA,Georgia
Randolph ,7315,28377,GA,Georgia
Richmond ,201291,37424,GA,Georgia
Rockdale ,86901,50455,GA,Georgia
Schley ,5074,39375,GA,Georgia
Screven ,14206,34466,GA,Georgia
Seminole ,8769,34905,GA,Georgia
Spalding ,63873,40246,GA,Georgia
Stephens ,25620,40315,GA,Georgia
Stewart ,5868,21118,GA,Georgia
Sumter ,31429,32758,GA,Georgia
Talbot ,6490,34078,GA,Georgia
Taliaferro ,1721,26306,GA,Georgia
Tattnall ,25302,33980,GA,Georgia
Taylor ,8401,28143,GA,Georgia
Telfair ,16416,26449,GA,Georgia
Terrell ,9213,28688,GA,Georgia
Thomas ,44824,36641,GA,Georgia
Tift ,40787,37653,GA,Georgia
Toombs ,27210,33679,GA,Georgia
Towns ,10800,37000,GA,Georgia
Treutlen ,6762,38596,GA,Georgia
Troup ,68867,41489,GA,Georgia
Turner ,8338,31806,GA,Georgia
Twiggs ,8509,30468,GA,Georgia
Union ,21725,40799,GA,Georgia
Upson ,26528,35774,GA,Georgia
Walker ,68285,41632,GA,Georgia
Walton ,86201,54453,GA,Georgia
Ware ,35723,34909,GA,Georgia
Warren ,5561,29176,GA,Georgia
Washington ,20785,37932,GA,Georgia
Wayne ,30046,38955,GA,Georgia
Webster ,2720,37063,GA,Georgia
Wheeler ,7956,27620,GA,Georgia
White ,27791,40888,GA,Georgia
Whitfield ,103456,40596,GA,Georgia
Wilcox ,8972,32043,GA,Georgia
Wilkes ,9991,32727,GA,Georgia
Wilkinson ,9386,38485,GA,Georgia
Worth ,21156,37974,GA,Georgia
Hawaii ,191482,52108,HI,Hawaii
Honolulu ,984178,74460,HI,Hawaii
Kalawao ,85,66250,HI,Hawaii
Kauai ,69691,65101,HI,Hawaii
Maui ,160863,66476,HI,Hawaii
Ada ,417501,56356,ID,Idaho
Adams ,3880,39565,ID,Idaho
Bannock ,83604,43779,ID,Idaho
Bear Lake ,5939,48654,ID,Idaho
Benewah ,9088,39863,ID,Idaho
Bingham ,45407,50155,ID,Idaho
Blaine ,21309,60088,ID,Idaho
Boise ,6885,44238,ID,Idaho
Bonner ,41066,42171,ID,Idaho
Bonneville ,107788,50762,ID,Idaho
Boundary ,10961,38961,ID,Idaho
Butte ,2653,37891,ID,Idaho
Camas ,1052,42614,ID,Idaho
Canyon ,198921,42888,ID,Idaho
Caribou ,6808,58021,ID,Idaho
Cassia ,23369,45695,ID,Idaho
Clark ,901,33672,ID,Idaho
Clearwater ,8560,38837,ID,Idaho
Custer ,4234,39457,ID,Idaho
Elmore ,26175,43848,ID,Idaho
Franklin ,12914,48133,ID,Idaho
Fremont ,12945,47988,ID,Idaho
Gem ,16731,40828,ID,Idaho
Gooding ,15233,39930,ID,Idaho
Idaho ,16312,38191,ID,Idaho
Jefferson ,26792,51171,ID,Idaho
Jerome ,22653,41630,ID,Idaho
Kootenai ,145046,49403,ID,Idaho
Latah ,38339,42439,ID,Idaho
Lemhi ,7790,34329,ID,Idaho
Lewis ,3812,36505,ID,Idaho
Lincoln ,5260,43273,ID,Idaho
Madison ,37916,32233,ID,Idaho
Minidoka ,20279,44853,ID,Idaho
Nez Perce ,39779,48160,ID,Idaho
Oneida ,4245,41338,ID,Idaho
Owyhee ,11364,33440,ID,Idaho
Payette ,22700,44257,ID,Idaho
Power ,7731,44779,ID,Idaho
Shoshone ,12571,37665,ID,Idaho
Teton ,10285,53474,ID,Idaho
Twin Falls ,80004,44048,ID,Idaho
Valley ,9720,48384,ID,Idaho
Washington ,10025,34775,ID,Idaho
Adams ,67081,45965,IL,Illinois
Alexander ,7364,27265,IL,Illinois
Bond ,17313,47946,IL,Illinois
Boone ,53851,58248,IL,Illinois
Brown ,6859,50739,IL,Illinois
Bureau ,34115,50423,IL,Illinois
Calhoun ,4999,53869,IL,Illinois
Carroll ,14926,48631,IL,Illinois
Cass ,13254,47434,IL,Illinois
Champaign ,205766,46495,IL,Illinois
Christian ,34200,45334,IL,Illinois
Clark ,16159,50517,IL,Illinois
Clay ,13582,44209,IL,Illinois
Clinton ,37929,63236,IL,Illinois
Coles ,53037,39588,IL,Illinois
Cook ,5236393,55251,IL,Illinois
Crawford ,19541,47468,IL,Illinois
Cumberland ,10943,46061,IL,Illinois
DeKalb ,104345,54101,IL,Illinois
De Witt ,16388,53959,IL,Illinois
Douglas ,19826,51810,IL,Illinois
DuPage ,930412,79658,IL,Illinois
Edgar ,17992,45691,IL,Illinois
Edwards ,6649,44497,IL,Illinois
Effingham ,34332,52224,IL,Illinois
Fayette ,22136,43944,IL,Illinois
Ford ,13835,49947,IL,Illinois
Franklin ,39694,39512,IL,Illinois
Fulton ,36323,46083,IL,Illinois
Gallatin ,5385,39636,IL,Illinois
Greene ,13502,42565,IL,Illinois
Grundy ,50277,65887,IL,Illinois
Hamilton ,8322,44159,IL,Illinois
Hancock ,18738,47699,IL,Illinois
Hardin ,4228,38838,IL,Illinois
Henderson ,7042,47672,IL,Illinois
Henry ,49883,53480,IL,Illinois
Iroquois ,29053,47834,IL,Illinois
Jackson ,59534,33871,IL,Illinois
Jasper ,9635,54209,IL,Illinois
Jefferson ,38578,43247,IL,Illinois
Jersey ,22625,53271,IL,Illinois
Jo Daviess ,22397,53221,IL,Illinois
Johnson ,12829,42287,IL,Illinois
Kane ,524886,70696,IL,Illinois
Kankakee ,112221,52110,IL,Illinois
Kendall ,120036,84385,IL,Illinois
Knox ,52112,39976,IL,Illinois
Lake ,702898,78026,IL,Illinois
LaSalle ,112579,50633,IL,Illinois
Lawrence ,16665,40841,IL,Illinois
Lee ,35027,52379,IL,Illinois
Livingston ,37689,54254,IL,Illinois
Logan ,29956,50539,IL,Illinois
McDonough ,32009,40314,IL,Illinois
McHenry ,307357,77222,IL,Illinois
McLean ,173114,62211,IL,Illinois
Macon ,109193,47176,IL,Illinois
Macoupin ,46844,51206,IL,Illinois
Madison ,267356,53431,IL,Illinois
Marion ,38665,42238,IL,Illinois
Marshall ,12173,53423,IL,Illinois
Mason ,14126,41567,IL,Illinois
Massac ,15016,40977,IL,Illinois
Menard ,12611,60486,IL,Illinois
Mercer ,16107,54757,IL,Illinois
Monroe ,33539,70859,IL,Illinois
Montgomery ,29348,46966,IL,Illinois
Morgan ,35129,45978,IL,Illinois
Moultrie ,14927,49681,IL,Illinois
Ogle ,52397,54849,IL,Illinois
Peoria ,187112,51147,IL,Illinois
Perry ,21810,42478,IL,Illinois
Piatt ,16495,66261,IL,Illinois
Pike ,16144,40588,IL,Illinois
Pope ,4331,39223,IL,Illinois
Pulaski ,5871,31980,IL,Illinois
Putnam ,5822,56358,IL,Illinois
Randolph ,33069,48158,IL,Illinois
Richland ,16127,44127,IL,Illinois
Rock Island ,147161,48817,IL,Illinois
St. Clair ,267029,49895,IL,Illinois
Saline ,24783,38258,IL,Illinois
Sangamon ,199016,56167,IL,Illinois
Schuyler ,7311,47723,IL,Illinois
Scott ,5198,47222,IL,Illinois
Shelby ,22115,47850,IL,Illinois
Stark ,5859,50085,IL,Illinois
Stephenson ,46625,45331,IL,Illinois
Tazewell ,135697,58194,IL,Illinois
Union ,17551,42606,IL,Illinois
Vermilion ,80368,42977,IL,Illinois
Wabash ,11652,47491,IL,Illinois
Warren ,17701,43699,IL,Illinois
Washington ,14457,53202,IL,Illinois
Wayne ,16555,44993,IL,Illinois
White ,14464,44648,IL,Illinois
Whiteside ,57525,47401,IL,Illinois
Will ,683995,76101,IL,Illinois
Williamson ,67121,44453,IL,Illinois
Winnebago ,290439,48225,IL,Illinois
